TransactionID,Date,Year,Month,Month_Name,Quarter,Season,State,District,Product,Category,Quantity_MT,Unit_Price,Discount_Pct,Revenue,COGS,Gross_Profit,Channel,SalesRep,CustomerType,ReturnFlag
TXN00575,7/1/2024,2024,7,Jul,Q3,Kharif,Karnataka,Belagavi,DAP,Phosphatic,123,1279.8,0.052,157415.4,110700,46715.4,Cooperative Society,SR-005,Medium Farmer,No
TXN00576,6/19/2022,2022,6,Jun,Q2,Kharif,Gujarat,Gandhinagar,Urea,Nitrogenous,290,571.2,0.048,165648,81200,84448,Dealer,SR-013,Cooperative,No
TXN00577,10/4/2022,2022,10,Oct,Q4,Rabi,Gujarat,Gandhinagar,NPK 10-26-26,Complex,259,1143.6,0.047,296192.4,212380,83812.4,Online Portal,SR-007,Medium Farmer,No
TXN00578,5/27/2022,2022,5,May,Q2,Kharif,Rajasthan,Ajmer,Ammonium Sulphate,Nitrogenous,360,577.85,0.111,208026,126000,82026,Dealer,SR-004,Cooperative,No
TXN00579,1/19/2024,2024,1,Jan,Q1,Rabi,Maharashtra,Nashik,Ammonium Sulphate,Nitrogenous,186,603.85,0.071,112316.1,65100,47216.1,Dealer,SR-025,Large Farmer,No
TXN00580,12/18/2023,2023,12,Dec,Q4,Rabi,Karnataka,Mangaluru,MOP,Potassic,235,895.5,0.005,210442.5,141000,69442.5,Direct Farm,SR-007,Large Farmer,No
TXN00581,6/25/2022,2022,6,Jun,Q2,Kharif,Punjab,Ludhiana,NPK 10-26-26,Complex,495,1110,0.075,549450,405900,143550,Direct Farm,SR-028,Large Farmer,No
TXN00582,12/5/2023,2023,12,Dec,Q4,Rabi,Punjab,Jalandhar,Zinc Sulphate,Micronutrient,251,348.95,0.003,87586.45,45180,42406.45,Direct Farm,SR-024,Medium Farmer,No
TXN00583,1/24/2025,2025,1,Jan,Q1,Rabi,Andhra Pradesh,Kurnool,Zinc Sulphate,Micronutrient,328,319.2,0.088,104697.6,59040,45657.6,Direct Farm,SR-023,Small Farmer,No
TXN00584,4/8/2025,2025,4,Apr,Q2,Kharif,Andhra Pradesh,Guntur,SSP,Phosphatic,97,417.06,0.007,40454.82,19400,21054.82,Direct Farm,SR-026,Large Farmer,No
TXN00585,8/10/2024,2024,8,Aug,Q3,Kharif,Uttar Pradesh,Lucknow,Calcium Nitrate,Nitrogenous,348,821.95,0.033,286038.6,174000,112038.6,Government Scheme,SR-028,Small Farmer,No
TXN00586,8/23/2023,2023,8,Aug,Q3,Kharif,Bihar,Muzaffarpur,Calcium Nitrate,Nitrogenous,270,750.55,0.117,202648.5,135000,67648.5,Dealer,SR-029,Large Farmer,No
TXN00587,12/24/2024,2024,12,Dec,Q4,Rabi,Punjab,Amritsar,NPK 10-26-26,Complex,266,1060.8,0.116,282172.8,218120,64052.8,Online Portal,SR-030,Small Farmer,No
TXN00588,5/22/2023,2023,5,May,Q2,Kharif,Andhra Pradesh,Kurnool,Ammonium Sulphate,Nitrogenous,260,619.45,0.047,161057,91000,70057,Direct Farm,SR-001,Large Farmer,No
TXN00589,12/29/2023,2023,12,Dec,Q4,Rabi,Rajasthan,Jodhpur,SSP,Phosphatic,425,417.06,0.007,177250.5,85000,92250.5,Government Scheme,SR-029,Cooperative,No
TXN00590,2/10/2025,2025,2,Feb,Q1,Rabi,Rajasthan,Jodhpur,MOP,Potassic,184,802.8,0.108,147715.2,110400,37315.2,Direct Farm,SR-003,Cooperative,No
TXN00591,4/11/2023,2023,4,Apr,Q2,Kharif,Bihar,Muzaffarpur,MOP,Potassic,228,795.6,0.116,181396.8,136800,44596.8,Online Portal,SR-011,Cooperative,No
TXN00592,9/27/2022,2022,9,Sep,Q3,Rabi,Madhya Pradesh,Indore,NPK 10-26-26,Complex,451,1179.6,0.017,531999.6,369820,162179.6,Online Portal,SR-030,Medium Farmer,No
TXN00593,10/25/2022,2022,10,Oct,Q4,Rabi,Karnataka,Mysuru,Ammonium Sulphate,Nitrogenous,44,606.45,0.067,26683.8,15400,11283.8,Dealer,SR-006,Large Farmer,No
TXN00594,3/2/2022,2022,3,Mar,Q1,Kharif,Maharashtra,Nagpur,Calcium Nitrate,Nitrogenous,165,804.95,0.053,132816.75,82500,50316.75,Government Scheme,SR-005,Medium Farmer,No
TXN00595,9/27/2022,2022,9,Sep,Q3,Rabi,Haryana,Gurugram,SSP,Phosphatic,320,391.44,0.068,125260.8,64000,61260.8,Direct Farm,SR-020,Medium Farmer,No
TXN00596,2/23/2022,2022,2,Feb,Q1,Rabi,Maharashtra,Pune,Zinc Sulphate,Micronutrient,78,329,0.06,25662,14040,11622,Online Portal,SR-016,Large Farmer,No
TXN00597,3/4/2024,2024,3,Mar,Q1,Kharif,Gujarat,Rajkot,MOP,Potassic,93,879.3,0.023,81774.9,55800,25974.9,Dealer,SR-014,Small Farmer,No
TXN00598,4/25/2024,2024,4,Apr,Q2,Kharif,Madhya Pradesh,Indore,NPK 10-26-26,Complex,43,1174.8,0.021,50516.4,35260,15256.4,Cooperative Society,SR-028,Cooperative,No
TXN00599,7/26/2024,2024,7,Jul,Q3,Kharif,Madhya Pradesh,Jabalpur,Calcium Nitrate,Nitrogenous,407,845.75,0.005,344220.25,203500,140720.25,Cooperative Society,SR-024,Large Farmer,No
TXN00600,3/17/2025,2025,3,Mar,Q1,Kharif,Karnataka,Belagavi,Urea,Nitrogenous,276,592.2,0.013,163447.2,77280,86167.2,Cooperative Society,SR-027,Small Farmer,No
TXN00601,11/28/2024,2024,11,Nov,Q4,Rabi,Andhra Pradesh,Vijayawada,Urea,Nitrogenous,295,572.4,0.046,168858,82600,86258,Dealer,SR-007,Large Farmer,No
TXN00602,3/26/2024,2024,3,Mar,Q1,Kharif,Rajasthan,Udaipur,Zinc Sulphate,Micronutrient,95,332.15,0.051,31554.25,17100,14454.25,Online Portal,SR-030,Small Farmer,No
TXN00603,10/19/2022,2022,10,Oct,Q4,Rabi,Gujarat,Rajkot,DAP,Phosphatic,379,1269,0.06,480951,341100,139851,Direct Farm,SR-025,Medium Farmer,No
TXN00604,4/26/2024,2024,4,Apr,Q2,Kharif,Maharashtra,Nagpur,Urea,Nitrogenous,101,567.6,0.054,57327.6,28280,29047.6,Direct Farm,SR-029,Cooperative,No
TXN00605,5/28/2023,2023,5,May,Q2,Kharif,Maharashtra,Nashik,DAP,Phosphatic,56,1331.1,0.014,74541.6,50400,24141.6,Cooperative Society,SR-021,Large Farmer,No
TXN00606,12/8/2024,2024,12,Dec,Q4,Rabi,Bihar,Darbhanga,MOP,Potassic,203,840.6,0.066,170641.8,121800,48841.8,Dealer,SR-025,Medium Farmer,No
TXN00607,3/4/2025,2025,3,Mar,Q1,Kharif,Haryana,Faridabad,MOP,Potassic,101,817.2,0.092,82537.2,60600,21937.2,Dealer,SR-014,Large Farmer,No
TXN00608,7/2/2024,2024,7,Jul,Q3,Kharif,Rajasthan,Jodhpur,DAP,Phosphatic,470,1328.4,0.016,624348,423000,201348,Direct Farm,SR-001,Large Farmer,No
TXN00609,7/28/2024,2024,7,Jul,Q3,Kharif,Gujarat,Rajkot,Urea,Nitrogenous,321,536.4,0.106,172184.4,89880,82304.4,Direct Farm,SR-007,Cooperative,No
TXN00610,4/19/2024,2024,4,Apr,Q2,Kharif,Gujarat,Ahmedabad,Urea,Nitrogenous,135,536.4,0.106,72414,37800,34614,Government Scheme,SR-020,Medium Farmer,No
TXN00611,1/14/2023,2023,1,Jan,Q1,Rabi,Haryana,Gurugram,Ammonium Sulphate,Nitrogenous,28,638.95,0.017,17890.6,9800,8090.6,Dealer,SR-022,Large Farmer,No
TXN00612,6/29/2022,2022,6,Jun,Q2,Kharif,Uttar Pradesh,Lucknow,Calcium Nitrate,Nitrogenous,101,833.85,0.019,84218.85,50500,33718.85,Government Scheme,SR-020,Medium Farmer,No
TXN00613,3/31/2025,2025,3,Mar,Q1,Kharif,Maharashtra,Pune,DAP,Phosphatic,403,1301.4,0.036,524464.2,362700,161764.2,Government Scheme,SR-029,Cooperative,No
TXN00614,5/25/2024,2024,5,May,Q2,Kharif,Andhra Pradesh,Guntur,SSP,Phosphatic,251,413.28,0.016,103733.28,50200,53533.28,Government Scheme,SR-011,Cooperative,No
TXN00615,3/6/2023,2023,3,Mar,Q1,Kharif,Madhya Pradesh,Ujjain,Urea,Nitrogenous,65,558.6,0.069,36309,18200,18109,Online Portal,SR-003,Cooperative,No
TXN00616,8/12/2023,2023,8,Aug,Q3,Kharif,Bihar,Darbhanga,Ammonium Sulphate,Nitrogenous,142,609.05,0.063,86485.1,49700,36785.1,Online Portal,SR-012,Medium Farmer,No
TXN00617,2/26/2025,2025,2,Feb,Q1,Rabi,Gujarat,Gandhinagar,Zinc Sulphate,Micronutrient,262,316.05,0.097,82805.1,47160,35645.1,Online Portal,SR-008,Large Farmer,No
TXN00618,1/4/2022,2022,1,Jan,Q1,Rabi,Punjab,Ludhiana,Zinc Sulphate,Micronutrient,330,316.4,0.096,104412,59400,45012,Direct Farm,SR-026,Cooperative,No
TXN00619,4/4/2022,2022,4,Apr,Q2,Kharif,Maharashtra,Aurangabad,NPK 10-26-26,Complex,15,1107.6,0.077,16614,12300,4314,Government Scheme,SR-009,Small Farmer,No
TXN00620,9/7/2023,2023,9,Sep,Q3,Rabi,Andhra Pradesh,Nellore,Ammonium Sulphate,Nitrogenous,402,649.35,0.001,261038.7,140700,120338.7,Government Scheme,SR-011,Cooperative,No
TXN00621,3/1/2022,2022,3,Mar,Q1,Kharif,Haryana,Faridabad,Ammonium Sulphate,Nitrogenous,436,623.35,0.041,271780.6,152600,119180.6,Cooperative Society,SR-030,Cooperative,No
TXN00622,10/6/2022,2022,10,Oct,Q4,Rabi,Gujarat,Surat,Zinc Sulphate,Micronutrient,466,313.6,0.104,146137.6,83880,62257.6,Government Scheme,SR-015,Cooperative,No
TXN00623,12/3/2024,2024,12,Dec,Q4,Rabi,Rajasthan,Kota,Ammonium Sulphate,Nitrogenous,294,608.4,0.064,178869.6,102900,75969.6,Direct Farm,SR-019,Large Farmer,No
TXN00624,5/16/2022,2022,5,May,Q2,Kharif,Haryana,Ambala,Urea,Nitrogenous,183,529.2,0.118,96843.6,51240,45603.6,Online Portal,SR-027,Medium Farmer,No
TXN00625,3/8/2024,2024,3,Mar,Q1,Kharif,Haryana,Rohtak,DAP,Phosphatic,452,1223.1,0.094,552841.2,406800,146041.2,Government Scheme,SR-023,Large Farmer,No
TXN00626,7/11/2023,2023,7,Jul,Q3,Kharif,Bihar,Patna,Zinc Sulphate,Micronutrient,459,339.85,0.029,155991.15,82620,73371.15,Cooperative Society,SR-027,Large Farmer,No
TXN00627,12/11/2024,2024,12,Dec,Q4,Rabi,Rajasthan,Jodhpur,DAP,Phosphatic,201,1223.1,0.094,245843.1,180900,64943.1,Direct Farm,SR-030,Small Farmer,No
TXN00628,11/2/2024,2024,11,Nov,Q4,Rabi,Uttar Pradesh,Varanasi,MOP,Potassic,107,863.1,0.041,92351.7,64200,28151.7,Cooperative Society,SR-024,Large Farmer,No
TXN00629,10/21/2022,2022,10,Oct,Q4,Rabi,Punjab,Bathinda,MOP,Potassic,115,821.7,0.087,94495.5,69000,25495.5,Cooperative Society,SR-013,Small Farmer,No
TXN00630,9/29/2023,2023,9,Sep,Q3,Rabi,Uttar Pradesh,Meerut,DAP,Phosphatic,180,1274.4,0.056,229392,162000,67392,Dealer,SR-004,Large Farmer,No
TXN00631,3/28/2025,2025,3,Mar,Q1,Kharif,Rajasthan,Jodhpur,Ammonium Sulphate,Nitrogenous,112,635.05,0.023,71125.6,39200,31925.6,Government Scheme,SR-018,Large Farmer,No
TXN00632,8/29/2022,2022,8,Aug,Q3,Kharif,Rajasthan,Jodhpur,MOP,Potassic,150,887.4,0.014,133110,90000,43110,Online Portal,SR-018,Small Farmer,No
TXN00633,1/16/2025,2025,1,Jan,Q1,Rabi,Maharashtra,Kolhapur,Ammonium Sulphate,Nitrogenous,148,638.95,0.017,94564.6,51800,42764.6,Government Scheme,SR-019,Medium Farmer,No
TXN00634,5/26/2022,2022,5,May,Q2,Kharif,Rajasthan,Kota,Ammonium Sulphate,Nitrogenous,286,615.55,0.053,176047.3,100100,75947.3,Direct Farm,SR-001,Cooperative,No
TXN00635,8/5/2022,2022,8,Aug,Q3,Kharif,Bihar,Patna,DAP,Phosphatic,228,1286.55,0.047,293333.4,205200,88133.4,Online Portal,SR-029,Cooperative,No
TXN00636,12/30/2023,2023,12,Dec,Q4,Rabi,Rajasthan,Udaipur,NPK 10-26-26,Complex,375,1090.8,0.091,409050,307500,101550,Online Portal,SR-003,Cooperative,No
TXN00637,9/27/2022,2022,9,Sep,Q3,Rabi,Punjab,Patiala,DAP,Phosphatic,243,1300.05,0.037,315912.15,218700,97212.15,Cooperative Society,SR-016,Medium Farmer,No
TXN00638,10/22/2022,2022,10,Oct,Q4,Rabi,Karnataka,Hubli,Ammonium Sulphate,Nitrogenous,210,635.7,0.022,133497,73500,59997,Government Scheme,SR-026,Large Farmer,No
TXN00639,9/25/2024,2024,9,Sep,Q3,Rabi,Uttar Pradesh,Lucknow,Zinc Sulphate,Micronutrient,67,335.3,0.042,22465.1,12060,10405.1,Cooperative Society,SR-028,Medium Farmer,No
TXN00640,12/15/2023,2023,12,Dec,Q4,Rabi,Karnataka,Belagavi,MOP,Potassic,270,889.2,0.012,240084,162000,78084,Dealer,SR-011,Small Farmer,No
TXN00641,12/27/2024,2024,12,Dec,Q4,Rabi,Gujarat,Rajkot,Calcium Nitrate,Nitrogenous,132,786.25,0.075,103785,66000,37785,Online Portal,SR-006,Cooperative,No
TXN00642,5/16/2022,2022,5,May,Q2,Kharif,Maharashtra,Nashik,Calcium Nitrate,Nitrogenous,411,749.7,0.118,308126.7,205500,102626.7,Online Portal,SR-026,Large Farmer,No
TXN00643,4/29/2023,2023,4,Apr,Q2,Kharif,Haryana,Gurugram,Zinc Sulphate,Micronutrient,68,325.15,0.071,22110.2,12240,9870.2,Cooperative Society,SR-011,Small Farmer,No
TXN00644,12/27/2022,2022,12,Dec,Q4,Rabi,Rajasthan,Ajmer,DAP,Phosphatic,316,1332.45,0.013,421054.2,284400,136654.2,Online Portal,SR-025,Cooperative,No
TXN00645,10/9/2024,2024,10,Oct,Q4,Rabi,Uttar Pradesh,Lucknow,NPK 10-26-26,Complex,428,1179.6,0.017,504868.8,350960,153908.8,Online Portal,SR-029,Small Farmer,No
TXN00646,11/2/2022,2022,11,Nov,Q4,Rabi,Gujarat,Gandhinagar,SSP,Phosphatic,209,388.92,0.074,81284.28,41800,39484.28,Cooperative Society,SR-007,Medium Farmer,No
TXN00647,9/6/2023,2023,9,Sep,Q3,Rabi,Karnataka,Hubli,Calcium Nitrate,Nitrogenous,377,749.7,0.118,282636.9,188500,94136.9,Government Scheme,SR-003,Small Farmer,No
TXN00648,11/11/2024,2024,11,Nov,Q4,Rabi,Bihar,Muzaffarpur,SSP,Phosphatic,41,401.52,0.044,16462.32,8200,8262.32,Online Portal,SR-002,Small Farmer,No
TXN00649,1/6/2024,2024,1,Jan,Q1,Rabi,Punjab,Jalandhar,Urea,Nitrogenous,130,568.8,0.052,73944,36400,37544,Online Portal,SR-013,Large Farmer,No
TXN00650,4/11/2024,2024,4,Apr,Q2,Kharif,Bihar,Bhagalpur,NPK 10-26-26,Complex,349,1174.8,0.021,410005.2,286180,123825.2,Direct Farm,SR-007,Cooperative,No
TXN00651,5/4/2024,2024,5,May,Q2,Kharif,Haryana,Ambala,MOP,Potassic,78,899.1,0.001,70129.8,46800,23329.8,Dealer,SR-005,Cooperative,No
TXN00652,10/6/2022,2022,10,Oct,Q4,Rabi,Punjab,Amritsar,Calcium Nitrate,Nitrogenous,450,803.25,0.055,361462.5,225000,136462.5,Online Portal,SR-030,Cooperative,No
TXN00653,1/4/2023,2023,1,Jan,Q1,Rabi,Gujarat,Gandhinagar,Calcium Nitrate,Nitrogenous,292,766.7,0.098,223876.4,146000,77876.4,Cooperative Society,SR-012,Medium Farmer,No
TXN00654,5/19/2024,2024,5,May,Q2,Kharif,Karnataka,Bengaluru,Zinc Sulphate,Micronutrient,443,319.2,0.088,141405.6,79740,61665.6,Online Portal,SR-009,Cooperative,No
TXN00655,3/26/2025,2025,3,Mar,Q1,Kharif,Maharashtra,Pune,Urea,Nitrogenous,300,565.2,0.058,169560,84000,85560,Government Scheme,SR-004,Cooperative,No
TXN00656,10/18/2022,2022,10,Oct,Q4,Rabi,Andhra Pradesh,Kurnool,Zinc Sulphate,Micronutrient,274,346.85,0.009,95036.9,49320,45716.9,Online Portal,SR-003,Medium Farmer,No
TXN00657,6/9/2022,2022,6,Jun,Q2,Kharif,Andhra Pradesh,Nellore,SSP,Phosphatic,323,417.48,0.006,134846.04,64600,70246.04,Government Scheme,SR-018,Small Farmer,No
TXN00658,7/18/2024,2024,7,Jul,Q3,Kharif,Andhra Pradesh,Vijayawada,Ammonium Sulphate,Nitrogenous,225,622.7,0.042,140107.5,78750,61357.5,Government Scheme,SR-010,Medium Farmer,No
TXN00659,9/15/2023,2023,9,Sep,Q3,Rabi,Karnataka,Hubli,Urea,Nitrogenous,332,565.8,0.057,187845.6,92960,94885.6,Direct Farm,SR-019,Small Farmer,No
TXN00660,2/25/2022,2022,2,Feb,Q1,Rabi,Rajasthan,Ajmer,DAP,Phosphatic,74,1267.65,0.061,93806.1,66600,27206.1,Government Scheme,SR-009,Medium Farmer,No
TXN00661,7/30/2023,2023,7,Jul,Q3,Kharif,Rajasthan,Udaipur,Urea,Nitrogenous,389,592.2,0.013,230365.8,108920,121445.8,Direct Farm,SR-030,Medium Farmer,No
TXN00662,1/28/2024,2024,1,Jan,Q1,Rabi,Haryana,Ambala,NPK 10-26-26,Complex,258,1173.6,0.022,302788.8,211560,91228.8,Online Portal,SR-028,Small Farmer,No
TXN00663,6/22/2022,2022,6,Jun,Q2,Kharif,Haryana,Rohtak,MOP,Potassic,438,846,0.06,370548,262800,107748,Cooperative Society,SR-025,Cooperative,No
TXN00664,6/20/2024,2024,6,Jun,Q2,Kharif,Haryana,Faridabad,Ammonium Sulphate,Nitrogenous,37,599.95,0.077,22198.15,12950,9248.15,Dealer,SR-002,Medium Farmer,No
TXN00665,3/27/2024,2024,3,Mar,Q1,Kharif,Gujarat,Vadodara,Zinc Sulphate,Micronutrient,392,310.1,0.114,121559.2,70560,50999.2,Online Portal,SR-008,Cooperative,No
TXN00666,8/29/2024,2024,8,Aug,Q3,Kharif,Rajasthan,Jodhpur,Calcium Nitrate,Nitrogenous,16,820.25,0.035,13124,8000,5124,Cooperative Society,SR-013,Large Farmer,No
TXN00667,3/26/2022,2022,3,Mar,Q1,Kharif,Punjab,Bathinda,Ammonium Sulphate,Nitrogenous,499,584.35,0.101,291590.65,174650,116940.65,Online Portal,SR-030,Large Farmer,No
TXN00668,7/8/2023,2023,7,Jul,Q3,Kharif,Rajasthan,Jaipur,SSP,Phosphatic,345,390.6,0.07,134757,69000,65757,Cooperative Society,SR-025,Medium Farmer,No
TXN00669,2/4/2023,2023,2,Feb,Q1,Rabi,Andhra Pradesh,Kurnool,MOP,Potassic,170,840.6,0.066,142902,102000,40902,Dealer,SR-027,Small Farmer,No
TXN00670,4/22/2024,2024,4,Apr,Q2,Kharif,Punjab,Bathinda,DAP,Phosphatic,360,1277.1,0.054,459756,324000,135756,Direct Farm,SR-024,Large Farmer,No
TXN00671,1/31/2023,2023,1,Jan,Q1,Rabi,Uttar Pradesh,Lucknow,DAP,Phosphatic,39,1197.45,0.113,46700.55,35100,11600.55,Direct Farm,SR-020,Small Farmer,No
TXN00672,6/26/2022,2022,6,Jun,Q2,Kharif,Karnataka,Mysuru,Calcium Nitrate,Nitrogenous,346,771.8,0.092,267042.8,173000,94042.8,Online Portal,SR-026,Medium Farmer,No
TXN00673,1/13/2023,2023,1,Jan,Q1,Rabi,Rajasthan,Udaipur,Zinc Sulphate,Micronutrient,348,310.8,0.112,108158.4,62640,45518.4,Cooperative Society,SR-030,Large Farmer,No
TXN00674,10/25/2023,2023,10,Oct,Q4,Rabi,Rajasthan,Jodhpur,DAP,Phosphatic,151,1224.45,0.093,184891.95,135900,48991.95,Cooperative Society,SR-013,Large Farmer,No
TXN00675,6/13/2023,2023,6,Jun,Q2,Kharif,Rajasthan,Jodhpur,Zinc Sulphate,Micronutrient,45,329.35,0.059,14820.75,8100,6720.75,Direct Farm,SR-020,Cooperative,No
TXN00676,10/4/2024,2024,10,Oct,Q4,Rabi,Punjab,Amritsar,Calcium Nitrate,Nitrogenous,121,787.1,0.074,95239.1,60500,34739.1,Dealer,SR-030,Cooperative,No
TXN00677,7/31/2022,2022,7,Jul,Q3,Kharif,Uttar Pradesh,Lucknow,DAP,Phosphatic,302,1232.55,0.087,372230.1,271800,100430.1,Cooperative Society,SR-001,Cooperative,No
TXN00678,1/2/2022,2022,1,Jan,Q1,Rabi,Uttar Pradesh,Varanasi,SSP,Phosphatic,87,384.72,0.084,33470.64,17400,16070.64,Cooperative Society,SR-019,Small Farmer,No
TXN00679,10/1/2024,2024,10,Oct,Q4,Rabi,Gujarat,Rajkot,Calcium Nitrate,Nitrogenous,442,776.05,0.087,343014.1,221000,122014.1,Dealer,SR-018,Medium Farmer,No
TXN00680,2/27/2024,2024,2,Feb,Q1,Rabi,Gujarat,Ahmedabad,Ammonium Sulphate,Nitrogenous,180,596.7,0.082,107406,63000,44406,Cooperative Society,SR-002,Small Farmer,No
TXN00681,12/30/2024,2024,12,Dec,Q4,Rabi,Maharashtra,Pune,Zinc Sulphate,Micronutrient,399,317.8,0.092,126802.2,71820,54982.2,Direct Farm,SR-006,Small Farmer,No
TXN00682,1/27/2023,2023,1,Jan,Q1,Rabi,Rajasthan,Ajmer,DAP,Phosphatic,332,1237.95,0.083,410999.4,298800,112199.4,Cooperative Society,SR-003,Cooperative,No
TXN00683,10/14/2022,2022,10,Oct,Q4,Rabi,Uttar Pradesh,Agra,Urea,Nitrogenous,378,528,0.12,199584,105840,93744,Direct Farm,SR-016,Cooperative,No
TXN00684,1/12/2025,2025,1,Jan,Q1,Rabi,Rajasthan,Ajmer,Zinc Sulphate,Micronutrient,18,348.6,0.004,6274.8,3240,3034.8,Dealer,SR-011,Small Farmer,No
TXN00685,8/31/2022,2022,8,Aug,Q3,Kharif,Madhya Pradesh,Ujjain,Zinc Sulphate,Micronutrient,491,321.65,0.081,157930.15,88380,69550.15,Online Portal,SR-005,Medium Farmer,No
TXN00686,3/17/2022,2022,3,Mar,Q1,Kharif,Haryana,Hisar,Urea,Nitrogenous,251,534.6,0.109,134184.6,70280,63904.6,Online Portal,SR-002,Medium Farmer,Yes
TXN00687,9/25/2022,2022,9,Sep,Q3,Rabi,Uttar Pradesh,Agra,Urea,Nitrogenous,473,577.8,0.037,273299.4,132440,140859.4,Dealer,SR-015,Medium Farmer,No
TXN00688,5/11/2022,2022,5,May,Q2,Kharif,Punjab,Ludhiana,Zinc Sulphate,Micronutrient,314,316.4,0.096,99349.6,56520,42829.6,Direct Farm,SR-003,Medium Farmer,No
TXN00689,11/22/2023,2023,11,Nov,Q4,Rabi,Bihar,Gaya,DAP,Phosphatic,360,1256.85,0.069,452466,324000,128466,Direct Farm,SR-011,Medium Farmer,No
TXN00690,4/29/2025,2025,4,Apr,Q2,Kharif,Haryana,Ambala,DAP,Phosphatic,71,1305.45,0.033,92686.95,63900,28786.95,Cooperative Society,SR-006,Large Farmer,No
TXN00691,12/4/2022,2022,12,Dec,Q4,Rabi,Gujarat,Surat,Urea,Nitrogenous,78,592.8,0.012,46238.4,21840,24398.4,Online Portal,SR-013,Medium Farmer,No
TXN00692,9/24/2024,2024,9,Sep,Q3,Rabi,Punjab,Ludhiana,Urea,Nitrogenous,101,533.4,0.111,53873.4,28280,25593.4,Online Portal,SR-029,Large Farmer,No
TXN00693,9/1/2024,2024,9,Sep,Q3,Rabi,Haryana,Faridabad,MOP,Potassic,337,870.3,0.033,293291.1,202200,91091.1,Cooperative Society,SR-014,Medium Farmer,No
TXN00694,3/19/2022,2022,3,Mar,Q1,Kharif,Karnataka,Mysuru,Zinc Sulphate,Micronutrient,323,310.1,0.114,100162.3,58140,42022.3,Government Scheme,SR-012,Cooperative,No
TXN00695,2/16/2025,2025,2,Feb,Q1,Rabi,Madhya Pradesh,Indore,DAP,Phosphatic,281,1192.05,0.117,334966.05,252900,82066.05,Online Portal,SR-012,Medium Farmer,No
TXN00696,3/3/2023,2023,3,Mar,Q1,Kharif,Rajasthan,Jaipur,NPK 10-26-26,Complex,67,1084.8,0.096,72681.6,54940,17741.6,Cooperative Society,SR-016,Medium Farmer,No
TXN00697,3/30/2022,2022,3,Mar,Q1,Kharif,Uttar Pradesh,Kanpur,SSP,Phosphatic,117,398.16,0.052,46584.72,23400,23184.72,Government Scheme,SR-020,Cooperative,No
TXN00698,8/2/2022,2022,8,Aug,Q3,Kharif,Uttar Pradesh,Meerut,MOP,Potassic,90,815.4,0.094,73386,54000,19386,Cooperative Society,SR-017,Small Farmer,No
TXN00699,4/27/2023,2023,4,Apr,Q2,Kharif,Gujarat,Gandhinagar,Ammonium Sulphate,Nitrogenous,224,634.4,0.024,142105.6,78400,63705.6,Government Scheme,SR-008,Small Farmer,No
TXN00700,4/12/2023,2023,4,Apr,Q2,Kharif,Punjab,Amritsar,Calcium Nitrate,Nitrogenous,455,829.6,0.024,377468,227500,149968,Direct Farm,SR-003,Cooperative,No
TXN00701,9/19/2024,2024,9,Sep,Q3,Rabi,Uttar Pradesh,Varanasi,MOP,Potassic,120,800.1,0.111,96012,72000,24012,Cooperative Society,SR-006,Cooperative,No
TXN00702,10/7/2022,2022,10,Oct,Q4,Rabi,Gujarat,Surat,Ammonium Sulphate,Nitrogenous,148,634.4,0.024,93891.2,51800,42091.2,Direct Farm,SR-002,Small Farmer,No
TXN00703,10/7/2022,2022,10,Oct,Q4,Rabi,Punjab,Patiala,Zinc Sulphate,Micronutrient,224,342.65,0.021,76753.6,40320,36433.6,Government Scheme,SR-008,Large Farmer,No
TXN00704,11/18/2022,2022,11,Nov,Q4,Rabi,Karnataka,Mysuru,NPK 10-26-26,Complex,54,1141.2,0.049,61624.8,44280,17344.8,Online Portal,SR-016,Medium Farmer,No
TXN00705,8/27/2024,2024,8,Aug,Q3,Kharif,Gujarat,Vadodara,Urea,Nitrogenous,383,569.4,0.051,218080.2,107240,110840.2,Direct Farm,SR-008,Large Farmer,No
TXN00706,4/1/2025,2025,4,Apr,Q2,Kharif,Madhya Pradesh,Ujjain,MOP,Potassic,477,837.9,0.069,399678.3,286200,113478.3,Dealer,SR-014,Small Farmer,No
TXN00707,8/21/2024,2024,8,Aug,Q3,Kharif,Andhra Pradesh,Guntur,Calcium Nitrate,Nitrogenous,281,810.05,0.047,227624.05,140500,87124.05,Dealer,SR-015,Cooperative,No
TXN00708,6/20/2022,2022,6,Jun,Q2,Kharif,Andhra Pradesh,Guntur,Calcium Nitrate,Nitrogenous,496,827.9,0.026,410638.4,248000,162638.4,Government Scheme,SR-010,Medium Farmer,Yes
TXN00709,7/5/2022,2022,7,Jul,Q3,Kharif,Uttar Pradesh,Varanasi,SSP,Phosphatic,92,384.72,0.084,35394.24,18400,16994.24,Online Portal,SR-024,Small Farmer,No
TXN00710,8/7/2024,2024,8,Aug,Q3,Kharif,Haryana,Hisar,MOP,Potassic,414,805.5,0.105,333477,248400,85077,Cooperative Society,SR-023,Small Farmer,Yes
TXN00711,5/25/2022,2022,5,May,Q2,Kharif,Bihar,Gaya,Urea,Nitrogenous,161,569.4,0.051,91673.4,45080,46593.4,Government Scheme,SR-023,Medium Farmer,No
